"","X1","X2","count","description"
"829","Sobic.003G371400.1.p","CAT-box",0,"Plant growth and development"
"830","Sobic.003G371600.2.p","CAT-box",2,"Plant growth and development"
"831","Sobic.003G371750.1.p","CAT-box",2,"Plant growth and development"
"832","Sobic.003G372000.1.p","CAT-box",1,"Plant growth and development"
"833","Sobic.003G372100.2.p","CAT-box",0,"Plant growth and development"
"834","Sobic.003G392700.1.p","CAT-box",0,"Plant growth and development"
"835","Sobic.003G399200.1.p","CAT-box",1,"Plant growth and development"
"836","Sobic.004G193000.1.p","CAT-box",0,"Plant growth and development"
"837","Sobic.004G243200.1.p","CAT-box",1,"Plant growth and development"
"838","Sobic.004G260500.1.p","CAT-box",0,"Plant growth and development"
"839","Sobic.004G276200.1.p","CAT-box",2,"Plant growth and development"
"840","Sobic.005G090600.1.p","CAT-box",0,"Plant growth and development"
"841","Sobic.005G107400.1.p","CAT-box",0,"Plant growth and development"
"842","Sobic.005G107500.1.p","CAT-box",0,"Plant growth and development"
"843","Sobic.005G110466.1.p","CAT-box",0,"Plant growth and development"
"844","Sobic.006G089300.1.p","CAT-box",0,"Plant growth and development"
"845","Sobic.006G130400.1.p","CAT-box",1,"Plant growth and development"
"846","Sobic.006G130501.1.p","CAT-box",1,"Plant growth and development"
"847","Sobic.006G130600.2.p","CAT-box",0,"Plant growth and development"
"848","Sobic.006G130700.1.p","CAT-box",2,"Plant growth and development"
"849","Sobic.006G155200.1.p","CAT-box",1,"Plant growth and development"
"850","Sobic.006G201100.1.p","CAT-box",0,"Plant growth and development"
"851","Sobic.006G201200.1.p","CAT-box",1,"Plant growth and development"
"852","Sobic.006G251200.1.p","CAT-box",0,"Plant growth and development"
"853","Sobic.006G279700.1.p","CAT-box",2,"Plant growth and development"
"854","Sobic.007G044300.1.p","CAT-box",0,"Plant growth and development"
"855","Sobic.007G064500.1.p","CAT-box",0,"Plant growth and development"
"856","Sobic.007G081300.1.p","CAT-box",0,"Plant growth and development"
"857","Sobic.007G160900.1.p","CAT-box",1,"Plant growth and development"
"858","Sobic.007G213200.1.p","CAT-box",1,"Plant growth and development"
"859","Sobic.008G081200.1.p","CAT-box",3,"Plant growth and development"
"860","Sobic.008G081400.1.p","CAT-box",0,"Plant growth and development"
"861","Sobic.008G081500.1.p","CAT-box",1,"Plant growth and development"
"862","Sobic.008G180300.1.p","CAT-box",1,"Plant growth and development"
"863","Sobic.008G190200.1.p","CAT-box",1,"Plant growth and development"
"864","Sobic.009G049900.4.p","CAT-box",1,"Plant growth and development"
"865","Sobic.009G099000.1.p","CAT-box",0,"Plant growth and development"
"866","Sobic.009G101800.2.p","CAT-box",0,"Plant growth and development"
"867","Sobic.009G136500.1.p","CAT-box",1,"Plant growth and development"
"868","Sobic.009G136600.1.p","CAT-box",0,"Plant growth and development"
"869","Sobic.009G136700.1.p","CAT-box",3,"Plant growth and development"
"870","Sobic.009G136800.1.p","CAT-box",1,"Plant growth and development"
"871","Sobic.009G136900.1.p","CAT-box",0,"Plant growth and development"
"872","Sobic.009G148800.1.p","CAT-box",1,"Plant growth and development"
"873","Sobic.009G148900.1.p","CAT-box",0,"Plant growth and development"
"874","Sobic.010G099700.1.p","CAT-box",0,"Plant growth and development"
"875","Sobic.010G109200.1.p","CAT-box",0,"Plant growth and development"
"876","Sobic.010G127800.1.p","CAT-box",0,"Plant growth and development"
"877","Sobic.010G133100.1.p","CAT-box",0,"Plant growth and development"
"878","Sobic.010G166850.1.p","CAT-box",1,"Plant growth and development"
"879","Sobic.010G175900.2.p","CAT-box",0,"Plant growth and development"
"880","Sobic.K022800.1.p","CAT-box",0,"Plant growth and development"
"881","Sobic.001G032000.1.p","CCGTCC motif",0,"Plant growth and development"
"882","Sobic.001G099400.1.p","CCGTCC motif",1,"Plant growth and development"
"883","Sobic.001G111150.1.p","CCGTCC motif",0,"Plant growth and development"
"884","Sobic.001G133900.1.p","CCGTCC motif",1,"Plant growth and development"
"885","Sobic.001G223100.2.p","CCGTCC motif",0,"Plant growth and development"
"886","Sobic.001G223200.1.p","CCGTCC motif",1,"Plant growth and development"
"887","Sobic.001G275500.2.p","CCGTCC motif",0,"Plant growth and development"
"888","Sobic.001G275600.2.p","CCGTCC motif",0,"Plant growth and development"
"889","Sobic.001G275800.1.p","CCGTCC motif",0,"Plant growth and development"
"890","Sobic.001G276100.1.p","CCGTCC motif",0,"Plant growth and development"
"891","Sobic.001G276300.1.p","CCGTCC motif",2,"Plant growth and development"
"892","Sobic.001G276400.1.p","CCGTCC motif",0,"Plant growth and development"
"893","Sobic.001G276600.1.p","CCGTCC motif",0,"Plant growth and development"
"894","Sobic.001G276700.1.p","CCGTCC motif",0,"Plant growth and development"
"895","Sobic.001G276800.1.p","CCGTCC motif",1,"Plant growth and development"
"896","Sobic.001G282000.1.p","CCGTCC motif",1,"Plant growth and development"
"897","Sobic.001G282100.1.p","CCGTCC motif",0,"Plant growth and development"
"898","Sobic.001G302800.1.p","CCGTCC motif",0,"Plant growth and development"
"899","Sobic.001G443900.1.p","CCGTCC motif",0,"Plant growth and development"
"900","Sobic.001G444000.1.p","CCGTCC motif",0,"Plant growth and development"
"901","Sobic.001G444100.1.p","CCGTCC motif",0,"Plant growth and development"
"902","Sobic.001G511000.2.p","CCGTCC motif",1,"Plant growth and development"
"903","Sobic.001G541900.2.p","CCGTCC motif",2,"Plant growth and development"
"904","Sobic.002G000800.2.p","CCGTCC motif",0,"Plant growth and development"
"905","Sobic.002G064800.1.p","CCGTCC motif",2,"Plant growth and development"
"906","Sobic.002G091800.1.p","CCGTCC motif",0,"Plant growth and development"
"907","Sobic.002G367700.1.p","CCGTCC motif",0,"Plant growth and development"
"908","Sobic.003G076200.2.p","CCGTCC motif",1,"Plant growth and development"
"909","Sobic.003G107100.1.p","CCGTCC motif",1,"Plant growth and development"
"910","Sobic.003G185100.1.p","CCGTCC motif",0,"Plant growth and development"
"911","Sobic.003G295500.1.p","CCGTCC motif",0,"Plant growth and development"
"912","Sobic.003G304000.1.p","CCGTCC motif",2,"Plant growth and development"
"913","Sobic.003G304100.1.p","CCGTCC motif",0,"Plant growth and development"
"914","Sobic.003G371000.1.p","CCGTCC motif",0,"Plant growth and development"
"915","Sobic.003G371100.1.p","CCGTCC motif",1,"Plant growth and development"
"916","Sobic.003G371250.1.p","CCGTCC motif",0,"Plant growth and development"
"917","Sobic.003G371400.1.p","CCGTCC motif",1,"Plant growth and development"
"918","Sobic.003G371600.2.p","CCGTCC motif",0,"Plant growth and development"
"919","Sobic.003G371750.1.p","CCGTCC motif",0,"Plant growth and development"
"920","Sobic.003G372000.1.p","CCGTCC motif",0,"Plant growth and development"
"921","Sobic.003G372100.2.p","CCGTCC motif",0,"Plant growth and development"
"922","Sobic.003G392700.1.p","CCGTCC motif",2,"Plant growth and development"
"923","Sobic.003G399200.1.p","CCGTCC motif",2,"Plant growth and development"
"924","Sobic.004G193000.1.p","CCGTCC motif",4,"Plant growth and development"
"925","Sobic.004G243200.1.p","CCGTCC motif",2,"Plant growth and development"
"926","Sobic.004G260500.1.p","CCGTCC motif",2,"Plant growth and development"
"927","Sobic.004G276200.1.p","CCGTCC motif",0,"Plant growth and development"
"928","Sobic.005G090600.1.p","CCGTCC motif",0,"Plant growth and development"
"929","Sobic.005G107400.1.p","CCGTCC motif",0,"Plant growth and development"
"930","Sobic.005G107500.1.p","CCGTCC motif",0,"Plant growth and development"
"931","Sobic.005G110466.1.p","CCGTCC motif",0,"Plant growth and development"
"932","Sobic.006G089300.1.p","CCGTCC motif",0,"Plant growth and development"
"933","Sobic.006G130400.1.p","CCGTCC motif",4,"Plant growth and development"
"934","Sobic.006G130501.1.p","CCGTCC motif",0,"Plant growth and development"
"935","Sobic.006G130600.2.p","CCGTCC motif",0,"Plant growth and development"
"936","Sobic.006G130700.1.p","CCGTCC motif",1,"Plant growth and development"
"937","Sobic.006G155200.1.p","CCGTCC motif",0,"Plant growth and development"
"938","Sobic.006G201100.1.p","CCGTCC motif",0,"Plant growth and development"
"939","Sobic.006G201200.1.p","CCGTCC motif",0,"Plant growth and development"
"940","Sobic.006G251200.1.p","CCGTCC motif",2,"Plant growth and development"
"941","Sobic.006G279700.1.p","CCGTCC motif",2,"Plant growth and development"
"942","Sobic.007G044300.1.p","CCGTCC motif",0,"Plant growth and development"
"943","Sobic.007G064500.1.p","CCGTCC motif",2,"Plant growth and development"
"944","Sobic.007G081300.1.p","CCGTCC motif",0,"Plant growth and development"
"945","Sobic.007G160900.1.p","CCGTCC motif",0,"Plant growth and development"
"946","Sobic.007G213200.1.p","CCGTCC motif",0,"Plant growth and development"
"947","Sobic.008G081200.1.p","CCGTCC motif",2,"Plant growth and development"
"948","Sobic.008G081400.1.p","CCGTCC motif",1,"Plant growth and development"
"949","Sobic.008G081500.1.p","CCGTCC motif",0,"Plant growth and development"
"950","Sobic.008G180300.1.p","CCGTCC motif",0,"Plant growth and development"
"951","Sobic.008G190200.1.p","CCGTCC motif",0,"Plant growth and development"
"952","Sobic.009G049900.4.p","CCGTCC motif",0,"Plant growth and development"
"953","Sobic.009G099000.1.p","CCGTCC motif",1,"Plant growth and development"
"954","Sobic.009G101800.2.p","CCGTCC motif",0,"Plant growth and development"
"955","Sobic.009G136500.1.p","CCGTCC motif",1,"Plant growth and development"
"956","Sobic.009G136600.1.p","CCGTCC motif",0,"Plant growth and development"
"957","Sobic.009G136700.1.p","CCGTCC motif",1,"Plant growth and development"
"958","Sobic.009G136800.1.p","CCGTCC motif",0,"Plant growth and development"
"959","Sobic.009G136900.1.p","CCGTCC motif",0,"Plant growth and development"
"960","Sobic.009G148800.1.p","CCGTCC motif",0,"Plant growth and development"
"961","Sobic.009G148900.1.p","CCGTCC motif",0,"Plant growth and development"
"962","Sobic.010G099700.1.p","CCGTCC motif",0,"Plant growth and development"
"963","Sobic.010G109200.1.p","CCGTCC motif",0,"Plant growth and development"
"964","Sobic.010G127800.1.p","CCGTCC motif",1,"Plant growth and development"
"965","Sobic.010G133100.1.p","CCGTCC motif",0,"Plant growth and development"
"966","Sobic.010G166850.1.p","CCGTCC motif",0,"Plant growth and development"
"967","Sobic.010G175900.2.p","CCGTCC motif",2,"Plant growth and development"
"968","Sobic.K022800.1.p","CCGTCC motif",2,"Plant growth and development"
"969","Sobic.001G032000.1.p","CCGTCC-box",0,"Plant growth and development"
"970","Sobic.001G099400.1.p","CCGTCC-box",1,"Plant growth and development"
"971","Sobic.001G111150.1.p","CCGTCC-box",0,"Plant growth and development"
"972","Sobic.001G133900.1.p","CCGTCC-box",1,"Plant growth and development"
"973","Sobic.001G223100.2.p","CCGTCC-box",0,"Plant growth and development"
"974","Sobic.001G223200.1.p","CCGTCC-box",1,"Plant growth and development"
"975","Sobic.001G275500.2.p","CCGTCC-box",0,"Plant growth and development"
"976","Sobic.001G275600.2.p","CCGTCC-box",0,"Plant growth and development"
"977","Sobic.001G275800.1.p","CCGTCC-box",0,"Plant growth and development"
"978","Sobic.001G276100.1.p","CCGTCC-box",0,"Plant growth and development"
"979","Sobic.001G276300.1.p","CCGTCC-box",2,"Plant growth and development"
"980","Sobic.001G276400.1.p","CCGTCC-box",0,"Plant growth and development"
"981","Sobic.001G276600.1.p","CCGTCC-box",0,"Plant growth and development"
"982","Sobic.001G276700.1.p","CCGTCC-box",0,"Plant growth and development"
"983","Sobic.001G276800.1.p","CCGTCC-box",1,"Plant growth and development"
"984","Sobic.001G282000.1.p","CCGTCC-box",1,"Plant growth and development"
"985","Sobic.001G282100.1.p","CCGTCC-box",0,"Plant growth and development"
"986","Sobic.001G302800.1.p","CCGTCC-box",0,"Plant growth and development"
"987","Sobic.001G443900.1.p","CCGTCC-box",0,"Plant growth and development"
"988","Sobic.001G444000.1.p","CCGTCC-box",0,"Plant growth and development"
"989","Sobic.001G444100.1.p","CCGTCC-box",0,"Plant growth and development"
"990","Sobic.001G511000.2.p","CCGTCC-box",1,"Plant growth and development"
"991","Sobic.001G541900.2.p","CCGTCC-box",2,"Plant growth and development"
"992","Sobic.002G000800.2.p","CCGTCC-box",0,"Plant growth and development"
"993","Sobic.002G064800.1.p","CCGTCC-box",2,"Plant growth and development"
"994","Sobic.002G091800.1.p","CCGTCC-box",0,"Plant growth and development"
"995","Sobic.002G367700.1.p","CCGTCC-box",0,"Plant growth and development"
"996","Sobic.003G076200.2.p","CCGTCC-box",1,"Plant growth and development"
"997","Sobic.003G107100.1.p","CCGTCC-box",1,"Plant growth and development"
"998","Sobic.003G185100.1.p","CCGTCC-box",0,"Plant growth and development"
"999","Sobic.003G295500.1.p","CCGTCC-box",0,"Plant growth and development"
"1000","Sobic.003G304000.1.p","CCGTCC-box",2,"Plant growth and development"
"1001","Sobic.003G304100.1.p","CCGTCC-box",0,"Plant growth and development"
"1002","Sobic.003G371000.1.p","CCGTCC-box",0,"Plant growth and development"
"1003","Sobic.003G371100.1.p","CCGTCC-box",1,"Plant growth and development"
"1004","Sobic.003G371250.1.p","CCGTCC-box",0,"Plant growth and development"
"1005","Sobic.003G371400.1.p","CCGTCC-box",1,"Plant growth and development"
"1006","Sobic.003G371600.2.p","CCGTCC-box",0,"Plant growth and development"
"1007","Sobic.003G371750.1.p","CCGTCC-box",0,"Plant growth and development"
"1008","Sobic.003G372000.1.p","CCGTCC-box",0,"Plant growth and development"
"1009","Sobic.003G372100.2.p","CCGTCC-box",0,"Plant growth and development"
"1010","Sobic.003G392700.1.p","CCGTCC-box",2,"Plant growth and development"
"1011","Sobic.003G399200.1.p","CCGTCC-box",2,"Plant growth and development"
"1012","Sobic.004G193000.1.p","CCGTCC-box",4,"Plant growth and development"
"1013","Sobic.004G243200.1.p","CCGTCC-box",2,"Plant growth and development"
"1014","Sobic.004G260500.1.p","CCGTCC-box",2,"Plant growth and development"
"1015","Sobic.004G276200.1.p","CCGTCC-box",0,"Plant growth and development"
"1016","Sobic.005G090600.1.p","CCGTCC-box",0,"Plant growth and development"
"1017","Sobic.005G107400.1.p","CCGTCC-box",0,"Plant growth and development"
"1018","Sobic.005G107500.1.p","CCGTCC-box",0,"Plant growth and development"
"1019","Sobic.005G110466.1.p","CCGTCC-box",0,"Plant growth and development"
"1020","Sobic.006G089300.1.p","CCGTCC-box",0,"Plant growth and development"
"1021","Sobic.006G130400.1.p","CCGTCC-box",4,"Plant growth and development"
"1022","Sobic.006G130501.1.p","CCGTCC-box",0,"Plant growth and development"
"1023","Sobic.006G130600.2.p","CCGTCC-box",0,"Plant growth and development"
"1024","Sobic.006G130700.1.p","CCGTCC-box",1,"Plant growth and development"
"1025","Sobic.006G155200.1.p","CCGTCC-box",0,"Plant growth and development"
"1026","Sobic.006G201100.1.p","CCGTCC-box",0,"Plant growth and development"
"1027","Sobic.006G201200.1.p","CCGTCC-box",0,"Plant growth and development"
"1028","Sobic.006G251200.1.p","CCGTCC-box",2,"Plant growth and development"
"1029","Sobic.006G279700.1.p","CCGTCC-box",2,"Plant growth and development"
"1030","Sobic.007G044300.1.p","CCGTCC-box",0,"Plant growth and development"
"1031","Sobic.007G064500.1.p","CCGTCC-box",2,"Plant growth and development"
"1032","Sobic.007G081300.1.p","CCGTCC-box",0,"Plant growth and development"
"1033","Sobic.007G160900.1.p","CCGTCC-box",0,"Plant growth and development"
"1034","Sobic.007G213200.1.p","CCGTCC-box",0,"Plant growth and development"
"1035","Sobic.008G081200.1.p","CCGTCC-box",2,"Plant growth and development"
"1036","Sobic.008G081400.1.p","CCGTCC-box",1,"Plant growth and development"
"1037","Sobic.008G081500.1.p","CCGTCC-box",0,"Plant growth and development"
"1038","Sobic.008G180300.1.p","CCGTCC-box",0,"Plant growth and development"
"1039","Sobic.008G190200.1.p","CCGTCC-box",0,"Plant growth and development"
"1040","Sobic.009G049900.4.p","CCGTCC-box",0,"Plant growth and development"
"1041","Sobic.009G099000.1.p","CCGTCC-box",1,"Plant growth and development"
"1042","Sobic.009G101800.2.p","CCGTCC-box",0,"Plant growth and development"
"1043","Sobic.009G136500.1.p","CCGTCC-box",1,"Plant growth and development"
"1044","Sobic.009G136600.1.p","CCGTCC-box",0,"Plant growth and development"
"1045","Sobic.009G136700.1.p","CCGTCC-box",1,"Plant growth and development"
"1046","Sobic.009G136800.1.p","CCGTCC-box",0,"Plant growth and development"
"1047","Sobic.009G136900.1.p","CCGTCC-box",0,"Plant growth and development"
"1048","Sobic.009G148800.1.p","CCGTCC-box",0,"Plant growth and development"
"1049","Sobic.009G148900.1.p","CCGTCC-box",0,"Plant growth and development"
"1050","Sobic.010G099700.1.p","CCGTCC-box",0,"Plant growth and development"
"1051","Sobic.010G109200.1.p","CCGTCC-box",0,"Plant growth and development"
"1052","Sobic.010G127800.1.p","CCGTCC-box",1,"Plant growth and development"
"1053","Sobic.010G133100.1.p","CCGTCC-box",0,"Plant growth and development"
"1054","Sobic.010G166850.1.p","CCGTCC-box",0,"Plant growth and development"
"1055","Sobic.010G175900.2.p","CCGTCC-box",2,"Plant growth and development"
"1056","Sobic.K022800.1.p","CCGTCC-box",2,"Plant growth and development"
"1057","Sobic.001G032000.1.p","CGTCA-motif",3,"Plant hormone related"
"1058","Sobic.001G099400.1.p","CGTCA-motif",1,"Plant hormone related"
"1059","Sobic.001G111150.1.p","CGTCA-motif",7,"Plant hormone related"
"1060","Sobic.001G133900.1.p","CGTCA-motif",1,"Plant hormone related"
"1061","Sobic.001G223100.2.p","CGTCA-motif",3,"Plant hormone related"
"1062","Sobic.001G223200.1.p","CGTCA-motif",3,"Plant hormone related"
"1063","Sobic.001G275500.2.p","CGTCA-motif",2,"Plant hormone related"
"1064","Sobic.001G275600.2.p","CGTCA-motif",2,"Plant hormone related"
"1065","Sobic.001G275800.1.p","CGTCA-motif",1,"Plant hormone related"
"1066","Sobic.001G276100.1.p","CGTCA-motif",4,"Plant hormone related"
"1067","Sobic.001G276300.1.p","CGTCA-motif",2,"Plant hormone related"
"1068","Sobic.001G276400.1.p","CGTCA-motif",5,"Plant hormone related"
"1069","Sobic.001G276600.1.p","CGTCA-motif",1,"Plant hormone related"
"1070","Sobic.001G276700.1.p","CGTCA-motif",1,"Plant hormone related"
"1071","Sobic.001G276800.1.p","CGTCA-motif",2,"Plant hormone related"
"1072","Sobic.001G282000.1.p","CGTCA-motif",3,"Plant hormone related"
"1073","Sobic.001G282100.1.p","CGTCA-motif",2,"Plant hormone related"
"1074","Sobic.001G302800.1.p","CGTCA-motif",2,"Plant hormone related"
"1075","Sobic.001G443900.1.p","CGTCA-motif",1,"Plant hormone related"
"1076","Sobic.001G444000.1.p","CGTCA-motif",4,"Plant hormone related"
"1077","Sobic.001G444100.1.p","CGTCA-motif",2,"Plant hormone related"
"1078","Sobic.001G511000.2.p","CGTCA-motif",5,"Plant hormone related"
"1079","Sobic.001G541900.2.p","CGTCA-motif",1,"Plant hormone related"
"1080","Sobic.002G000800.2.p","CGTCA-motif",1,"Plant hormone related"
"1081","Sobic.002G064800.1.p","CGTCA-motif",2,"Plant hormone related"
"1082","Sobic.002G091800.1.p","CGTCA-motif",3,"Plant hormone related"
"1083","Sobic.002G367700.1.p","CGTCA-motif",1,"Plant hormone related"
"1084","Sobic.003G076200.2.p","CGTCA-motif",3,"Plant hormone related"
"1085","Sobic.003G107100.1.p","CGTCA-motif",1,"Plant hormone related"
"1086","Sobic.003G185100.1.p","CGTCA-motif",1,"Plant hormone related"
"1087","Sobic.003G295500.1.p","CGTCA-motif",3,"Plant hormone related"
"1088","Sobic.003G304000.1.p","CGTCA-motif",6,"Plant hormone related"
"1089","Sobic.003G304100.1.p","CGTCA-motif",1,"Plant hormone related"
"1090","Sobic.003G371000.1.p","CGTCA-motif",7,"Plant hormone related"
"1091","Sobic.003G371100.1.p","CGTCA-motif",3,"Plant hormone related"
"1092","Sobic.003G371250.1.p","CGTCA-motif",4,"Plant hormone related"
"1093","Sobic.003G371400.1.p","CGTCA-motif",8,"Plant hormone related"
"1094","Sobic.003G371600.2.p","CGTCA-motif",2,"Plant hormone related"
"1095","Sobic.003G371750.1.p","CGTCA-motif",2,"Plant hormone related"
"1096","Sobic.003G372000.1.p","CGTCA-motif",1,"Plant hormone related"
"1097","Sobic.003G372100.2.p","CGTCA-motif",1,"Plant hormone related"
"1098","Sobic.003G392700.1.p","CGTCA-motif",3,"Plant hormone related"
"1099","Sobic.003G399200.1.p","CGTCA-motif",6,"Plant hormone related"
"1100","Sobic.004G193000.1.p","CGTCA-motif",1,"Plant hormone related"
"1101","Sobic.004G243200.1.p","CGTCA-motif",5,"Plant hormone related"
"1102","Sobic.004G260500.1.p","CGTCA-motif",5,"Plant hormone related"
"1103","Sobic.004G276200.1.p","CGTCA-motif",4,"Plant hormone related"
"1104","Sobic.005G090600.1.p","CGTCA-motif",1,"Plant hormone related"
"1105","Sobic.005G107400.1.p","CGTCA-motif",3,"Plant hormone related"
"1106","Sobic.005G107500.1.p","CGTCA-motif",0,"Plant hormone related"
"1107","Sobic.005G110466.1.p","CGTCA-motif",2,"Plant hormone related"
"1108","Sobic.006G089300.1.p","CGTCA-motif",4,"Plant hormone related"
"1109","Sobic.006G130400.1.p","CGTCA-motif",5,"Plant hormone related"
"1110","Sobic.006G130501.1.p","CGTCA-motif",1,"Plant hormone related"
"1111","Sobic.006G130600.2.p","CGTCA-motif",1,"Plant hormone related"
"1112","Sobic.006G130700.1.p","CGTCA-motif",5,"Plant hormone related"
"1113","Sobic.006G155200.1.p","CGTCA-motif",3,"Plant hormone related"
"1114","Sobic.006G201100.1.p","CGTCA-motif",3,"Plant hormone related"
"1115","Sobic.006G201200.1.p","CGTCA-motif",3,"Plant hormone related"
"1116","Sobic.006G251200.1.p","CGTCA-motif",2,"Plant hormone related"
"1117","Sobic.006G279700.1.p","CGTCA-motif",5,"Plant hormone related"
"1118","Sobic.007G044300.1.p","CGTCA-motif",0,"Plant hormone related"
"1119","Sobic.007G064500.1.p","CGTCA-motif",1,"Plant hormone related"
"1120","Sobic.007G081300.1.p","CGTCA-motif",7,"Plant hormone related"
"1121","Sobic.007G160900.1.p","CGTCA-motif",1,"Plant hormone related"
"1122","Sobic.007G213200.1.p","CGTCA-motif",4,"Plant hormone related"
"1123","Sobic.008G081200.1.p","CGTCA-motif",1,"Plant hormone related"
"1124","Sobic.008G081400.1.p","CGTCA-motif",2,"Plant hormone related"
"1125","Sobic.008G081500.1.p","CGTCA-motif",2,"Plant hormone related"
"1126","Sobic.008G180300.1.p","CGTCA-motif",4,"Plant hormone related"
"1127","Sobic.008G190200.1.p","CGTCA-motif",4,"Plant hormone related"
"1128","Sobic.009G049900.4.p","CGTCA-motif",2,"Plant hormone related"
"1129","Sobic.009G099000.1.p","CGTCA-motif",4,"Plant hormone related"
"1130","Sobic.009G101800.2.p","CGTCA-motif",2,"Plant hormone related"
"1131","Sobic.009G136500.1.p","CGTCA-motif",3,"Plant hormone related"
"1132","Sobic.009G136600.1.p","CGTCA-motif",2,"Plant hormone related"
"1133","Sobic.009G136700.1.p","CGTCA-motif",6,"Plant hormone related"
"1134","Sobic.009G136800.1.p","CGTCA-motif",3,"Plant hormone related"
"1135","Sobic.009G136900.1.p","CGTCA-motif",0,"Plant hormone related"
"1136","Sobic.009G148800.1.p","CGTCA-motif",5,"Plant hormone related"
"1137","Sobic.009G148900.1.p","CGTCA-motif",4,"Plant hormone related"
"1138","Sobic.010G099700.1.p","CGTCA-motif",3,"Plant hormone related"
"1139","Sobic.010G109200.1.p","CGTCA-motif",1,"Plant hormone related"
"1140","Sobic.010G127800.1.p","CGTCA-motif",1,"Plant hormone related"
"1141","Sobic.010G133100.1.p","CGTCA-motif",2,"Plant hormone related"
"1142","Sobic.010G166850.1.p","CGTCA-motif",2,"Plant hormone related"
"1143","Sobic.010G175900.2.p","CGTCA-motif",2,"Plant hormone related"
"1144","Sobic.K022800.1.p","CGTCA-motif",2,"Plant hormone related"
"1145","Sobic.001G032000.1.p","G-box",4,"Light responsiveness"
"1146","Sobic.001G099400.1.p","G-box",2,"Light responsiveness"
"1147","Sobic.001G111150.1.p","G-box",6,"Light responsiveness"
"1148","Sobic.001G133900.1.p","G-box",1,"Light responsiveness"
"1149","Sobic.001G223100.2.p","G-box",4,"Light responsiveness"
"1150","Sobic.001G223200.1.p","G-box",2,"Light responsiveness"
"1151","Sobic.001G275500.2.p","G-box",1,"Light responsiveness"
"1152","Sobic.001G275600.2.p","G-box",2,"Light responsiveness"
"1153","Sobic.001G275800.1.p","G-box",2,"Light responsiveness"
"1154","Sobic.001G276100.1.p","G-box",6,"Light responsiveness"
"1155","Sobic.001G276300.1.p","G-box",3,"Light responsiveness"
"1156","Sobic.001G276400.1.p","G-box",14,"Light responsiveness"
"1157","Sobic.001G276600.1.p","G-box",0,"Light responsiveness"
"1158","Sobic.001G276700.1.p","G-box",1,"Light responsiveness"
"1159","Sobic.001G276800.1.p","G-box",1,"Light responsiveness"
"1160","Sobic.001G282000.1.p","G-box",2,"Light responsiveness"
"1161","Sobic.001G282100.1.p","G-box",4,"Light responsiveness"
"1162","Sobic.001G302800.1.p","G-box",2,"Light responsiveness"
"1163","Sobic.001G443900.1.p","G-box",4,"Light responsiveness"
"1164","Sobic.001G444000.1.p","G-box",3,"Light responsiveness"
"1165","Sobic.001G444100.1.p","G-box",0,"Light responsiveness"
"1166","Sobic.001G511000.2.p","G-box",1,"Light responsiveness"
"1167","Sobic.001G541900.2.p","G-box",1,"Light responsiveness"
"1168","Sobic.002G000800.2.p","G-box",2,"Light responsiveness"
"1169","Sobic.002G064800.1.p","G-box",3,"Light responsiveness"
"1170","Sobic.002G091800.1.p","G-box",1,"Light responsiveness"
"1171","Sobic.002G367700.1.p","G-box",0,"Light responsiveness"
"1172","Sobic.003G076200.2.p","G-box",2,"Light responsiveness"
"1173","Sobic.003G107100.1.p","G-box",2,"Light responsiveness"
"1174","Sobic.003G185100.1.p","G-box",1,"Light responsiveness"
"1175","Sobic.003G295500.1.p","G-box",1,"Light responsiveness"
"1176","Sobic.003G304000.1.p","G-box",5,"Light responsiveness"
"1177","Sobic.003G304100.1.p","G-box",1,"Light responsiveness"
"1178","Sobic.003G371000.1.p","G-box",3,"Light responsiveness"
"1179","Sobic.003G371100.1.p","G-box",2,"Light responsiveness"
"1180","Sobic.003G371250.1.p","G-box",2,"Light responsiveness"
"1181","Sobic.003G371400.1.p","G-box",6,"Light responsiveness"
"1182","Sobic.003G371600.2.p","G-box",1,"Light responsiveness"
"1183","Sobic.003G371750.1.p","G-box",3,"Light responsiveness"
"1184","Sobic.003G372000.1.p","G-box",0,"Light responsiveness"
"1185","Sobic.003G372100.2.p","G-box",3,"Light responsiveness"
"1186","Sobic.003G392700.1.p","G-box",2,"Light responsiveness"
"1187","Sobic.003G399200.1.p","G-box",4,"Light responsiveness"
"1188","Sobic.004G193000.1.p","G-box",7,"Light responsiveness"
"1189","Sobic.004G243200.1.p","G-box",0,"Light responsiveness"
"1190","Sobic.004G260500.1.p","G-box",4,"Light responsiveness"
"1191","Sobic.004G276200.1.p","G-box",7,"Light responsiveness"
"1192","Sobic.005G090600.1.p","G-box",0,"Light responsiveness"
"1193","Sobic.005G107400.1.p","G-box",1,"Light responsiveness"
"1194","Sobic.005G107500.1.p","G-box",0,"Light responsiveness"
"1195","Sobic.005G110466.1.p","G-box",3,"Light responsiveness"
"1196","Sobic.006G089300.1.p","G-box",5,"Light responsiveness"
"1197","Sobic.006G130400.1.p","G-box",1,"Light responsiveness"
"1198","Sobic.006G130501.1.p","G-box",1,"Light responsiveness"
"1199","Sobic.006G130600.2.p","G-box",1,"Light responsiveness"
"1200","Sobic.006G130700.1.p","G-box",1,"Light responsiveness"
"1201","Sobic.006G155200.1.p","G-box",4,"Light responsiveness"
"1202","Sobic.006G201100.1.p","G-box",0,"Light responsiveness"
